State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,Vizianagaram,2022-08-11,2022,08,1.156446998,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-08-17,2022,08,2.53120547,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-08-28,2022,08,8.192314284,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-09-01,2022,09,2.847333061,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-09-09,2022,09,33.79141595,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-09-10,2022,09,34.49346714,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-09-17,2022,09,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-09-25,2022,09,7.387467494,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-09-29,2022,09,3.745850855,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-03,2022,10,11.93853619,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-06,2022,10,27.71752056,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-09,2022,10,19.3102013,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-10,2022,10,23.48346892,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-11,2022,10,3.494979693,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-14,2022,10,2.6234463125,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-10-27,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-11-12,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-11-13,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-11-16,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-11-25,2022,11,2.9614104672,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-11-26,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-02,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-04,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-09,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-17,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-27,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-28,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Vizianagaram,2022-12-30,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-01-08,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-01-09,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-01-17,2022,01,0.066345877,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-01-21,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-01-24,2022,01,0.376207477,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-02-01,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-02-10,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-02-12,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-02-24,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-01,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-07,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-12,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-13,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-15,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-21,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-23,2022,03,0.04801694,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-25,2022,03,0.766821027,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-03-27,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-02,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-03,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-04,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-15,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-22,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-23,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-24,2022,04,0.570631368,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-26,2022,04,2.177191819,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-27,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-04-30,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-05-12,2022,05,12.71385078,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-05-15,2022,05,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-05-20,2022,05,2.532772675,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-05-24,2022,05,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-01,2022,06,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-03,2022,06,0.020157411,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-08,2022,06,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-10,2022,06,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-12,2022,06,0.399132622,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-24,2022,06,2.504414407,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-06-25,2022,06,8.225866044,IMD GRID MODEL
